Transaction ID,Region,Segment,Product Category,Product,Sales,Quantity,Discount,Profit,Transaction Date
d5864b83-39f9-4ee6-b9dd-8c8802678ef7,South,Enterprise,Furniture,Sofa,9875.42,15,0.06,2026.74,2026-05-15
c30b66af-6738-49fa-8ad2-4ab3aff613c1,North,Enterprise,Technology,Speaker,30662.73,14,0.13,3974.2,2026-05-15
1c10ea50-7eb7-418f-9b0b-dbcd7dfbb1ea,West,Corporate,Office Supplies,Paper,36170.55,1,0.28,4723.6,2026-05-15
3822b589-d0f0-433a-bb0f-95c69a88c0d9,East,Corporate,Technology,Printer,20916.55,9,0.17,2739.19,2026-05-15
6da31663-efc5-4dfa-b344-8cd70a918638,South,Enterprise,Technology,Laptop,37154.78,13,0.1,6246.72,2026-05-15
b85a7bd8-6610-4628-a5b5-f01d61f228c1,South,Corporate,Technology,Smartphone,20105.34,14,0.11,2531.66,2026-05-15
ee741322-2aab-44e4-be1b-2e7ffeffabdf,North,Enterprise,Clothing,Shoes,36486.14,6,0.17,4431.89,2026-05-15
fdcce6e4-e9da-4a46-a439-23a441da74d5,East,Small Business,Clothing,Shirt,48438.3,4,0.51,5860.52,2026-05-15
9dd39491-9ea6-4644-8d4a-73d70f2afa19,West,Freelancer,Technology,Smartwatch,38222.83,2,0.25,3252.31,2026-05-15
31bc170e-2833-4eea-84cd-3bd2743a498d,East,Consumer,Clothing,Hat,49516.49,16,0.29,5278.04,2026-05-15
d12f58a4-2f2d-40a5-a923-1d4732eb0b5e,West,Small Business,Technology,Tablet,34810.93,19,0.34,6351.06,2026-05-15
26201789-5aef-4b1a-967b-789a5bd31f19,South,Enterprise,Office Supplies,Paper,39050.27,13,0.28,7057.5,2026-05-15
9ee96234-3439-46f5-ba76-ef5f177b33a3,North,Consumer,Furniture,Bookcase,44185.18,3,0.08,6945.31,2026-05-15
a2c2fb95-385d-4645-b03d-e59b973efc20,West,Small Business,Furniture,Filing Cabinet,3501.89,11,0.15,496.53,2026-05-15
ef1193dc-ea9f-4596-b6e7-10179b354e9f,South,Corporate,Office Supplies,Labels,11318.03,15,0.55,1341.34,2026-05-15
0e15cd6c-fe1d-452e-a530-4185ad998e14,East,Corporate,Technology,Smartwatch,28276.53,7,0.34,3603.34,2026-05-15
53d3e858-86b1-43da-858a-18018ce5004c,East,Small Business,Clothing,Jacket,8515.31,3,0.13,2084.1,2026-05-15
459e2e97-39ce-4fe0-9bc3-729457203e62,East,Small Business,Office Supplies,Paper,18906.97,12,0.17,3932.97,2026-05-15
1691dc2b-9c5c-4acb-9030-2a29e7971a9e,East,Consumer,Office Supplies,Envelopes,12450.62,16,0.1,2793.9,2026-05-15
ef5adf80-fbba-49a7-a505-fb7aca3ed698,West,Corporate,Clothing,Shirt,13635.07,11,0.17,2451.81,2026-05-15
7b152f75-4bfb-40a5-ad72-72c930942db8,South,Small Business,Technology,Smartwatch,38415.76,5,0.18,9232.1,2026-05-15
c4597961-506d-4fc5-ace9-e1687fa69619,North,Freelancer,Technology,Headphones,36018.03,11,0.34,4106.67,2026-05-15
55b7df77-f148-477b-b786-e7ab1fa979d7,South,Enterprise,Office Supplies,Binders,7383.11,12,0.18,1369.23,2026-05-15
7571ca8c-38a1-49dc-a6e7-a84884415c86,West,Corporate,Office Supplies,Paper,39006.48,11,0.07,9265.23,2026-05-15
3e8b4b30-4613-4405-9a3d-7ad48ebec216,East,Consumer,Office Supplies,Pens,35680.41,18,0.13,8842.68,2026-05-15
b127a1fa-f933-4a8f-9836-92ef1d2179a2,North,Enterprise,Office Supplies,Binders,47298.51,9,0.05,12926.0,2026-05-15
45063ef9-b02e-4e72-800b-6bcafa04aebc,South,Freelancer,Technology,Router,1331.61,19,0.11,175.95,2026-05-15
37ba9c70-d4ec-4b4c-90d7-4b2fcd90cf98,South,Corporate,Technology,Smartwatch,14093.12,3,0.17,1512.91,2026-05-15
79c52f33-38ec-4075-b2eb-a4bbc0cf70d0,North,Corporate,Office Supplies,Pens,46002.06,17,0.17,10793.83,2026-05-15
6b7af8f0-5238-4421-ad45-687446a8e4ff,East,Consumer,Technology,Smartwatch,36242.45,4,0.34,3363.4,2026-05-15
31efba87-91b0-4362-997e-571da763c2fa,East,Small Business,Office Supplies,Envelopes,47537.0,4,0.23,9199.91,2026-05-15
1b0f0fac-3e46-4f15-ad97-82240f42d9ab,North,Corporate,Technology,Router,1315.07,11,0.19,223.15,2026-05-15
301d6822-2a39-465d-925c-9d258c5519d9,West,Enterprise,Clothing,Shirt,26032.58,5,0.09,2494.17,2026-05-15
