Transaction ID,Region,Segment,Product Category,Product,Sales,Quantity,Discount,Profit,Transaction Date
f7472c8d-563b-4895-808b-f81b993b71b4,South,Freelancer,Office Supplies,Envelopes,6662.1,16,0.3,1304.47,2026-02-18
f037bfcc-543d-454c-8fed-a506eaa0509f,East,Enterprise,Office Supplies,Paper,18912.91,5,0.16,3845.99,2026-03-08
afe7d23f-2812-44a8-a9d5-6b4f4207e1f2,South,Freelancer,Technology,Tablet,36848.86,16,0.28,6524.62,2025-12-19
e1826c1f-fd2b-4cb6-92dc-511048124d6a,North,Enterprise,Office Supplies,Paper,24846.55,19,0.09,2974.53,2026-03-07
3e0ac743-9e82-419a-836d-b9e8246fe54b,West,Enterprise,Technology,Monitor,26984.11,13,0.08,5657.59,2025-12-09
f82d9d75-161a-4c92-ab5c-12d2a03c92b7,East,Freelancer,Clothing,Hat,39464.33,2,0.06,5744.17,2026-02-15
a5cbb80d-2dc1-410f-a270-6e550ff6efcb,South,Small Business,Office Supplies,Envelopes,27237.61,15,0.15,3034.81,2026-03-06
cf8cd475-dc95-451f-b675-a010973135a5,South,Enterprise,Clothing,Shoes,9376.19,10,0.22,1235.24,2025-12-18
58ae4aa1-58f3-4b1d-a835-77c29fabac8b,South,Consumer,Technology,Tablet,34549.11,13,0.56,4269.18,2026-01-19
94320acb-dc89-4b29-8b07-015df901a0a5,South,Consumer,Clothing,Shoes,22082.06,19,0.1,5180.19,2026-05-13
75aec8fc-a6c4-4c4b-8bb2-714fec0c58f7,South,Small Business,Furniture,Filing Cabinet,38845.97,5,0.17,9639.75,2026-02-09
22af40bf-0bad-452d-b26b-326a82219f29,East,Corporate,Furniture,Bookcase,14337.97,3,0.33,1967.31,2026-05-06
98f5c000-b691-4775-bd14-53e6f79cf788,North,Consumer,Technology,Tablet,20747.55,17,0.28,2434.04,2026-03-04
91e02a15-9564-489b-a480-f6b3643ea296,East,Consumer,Furniture,Chair,33764.14,3,0.0,8964.23,2026-03-02
a9388499-333c-440c-8527-32bd71ef57d1,North,Freelancer,Technology,Camera,33101.28,6,0.33,2788.25,2026-01-25
30fcdccb-a042-4a82-8727-29333821f8ad,South,Small Business,Technology,Headphones,1201.62,13,0.25,154.06,2026-03-02
359fb30f-e7fa-4cf1-b6fe-cbf34497b322,East,Small Business,Clothing,Jacket,28597.02,9,0.23,3524.61,2025-12-17
ea3021c4-cec0-40e3-86bc-7132e110ac2a,South,Small Business,Furniture,Filing Cabinet,22274.44,18,0.06,6281.07,2025-12-01
b632b251-5fee-4572-ad2d-5ccf12dffb60,West,Freelancer,Technology,Router,33810.4,4,0.23,6056.58,2026-05-14
