Transaction ID,Region,Segment,Product Category,Product,Sales,Quantity,Discount,Profit,Transaction Date
e87f999d-9652-43d1-b1c2-8d68a7881ca2,East,Enterprise,Technology,Printer,4422.63,10,0.28,489.16,2026-03-25
a1da6243-d88d-48bf-b123-899510f42d58,East,Small Business,Office Supplies,Envelopes,3823.43,2,0.2,836.7,2026-04-30
1c2a3cf6-7059-426b-a27c-53a37312ff1c,South,Consumer,Furniture,Chair,35357.24,11,0.09,4140.11,2026-03-24
4c168215-9e6b-42bd-82fc-8fb9e0b8585b,South,Consumer,Office Supplies,Pens,23763.9,2,0.27,4523.85,2026-01-22
2a4db588-18ec-4e3a-b54a-9b6418b63b26,South,Consumer,Clothing,Jacket,31389.14,11,0.25,3282.35,2025-11-27
860cdcc8-203f-4eb2-83b8-2cb8adf91b51,North,Enterprise,Furniture,Sofa,1016.72,17,0.23,204.97,2026-03-02
b1430e9d-f0c2-4bbf-82c7-00b42dcafa03,North,Small Business,Technology,Monitor,38069.54,3,0.04,10458.65,2026-01-22
8ff5c2a5-0593-4d65-ae8c-6948a0b70814,South,Consumer,Furniture,Chair,20862.44,19,0.22,3937.03,2026-04-14
91187d96-6667-4675-a7e2-1836ca9029bd,South,Freelancer,Office Supplies,Pens,9515.4,18,0.08,1996.05,2026-03-30
9758f732-b6fb-4382-bde6-e734d33d1cb6,South,Freelancer,Furniture,Chair,38480.21,1,0.15,7267.49,2026-02-04
f7cfe3e5-8202-4452-9d61-d8316e90b88f,East,Enterprise,Office Supplies,Pens,29662.61,12,0.05,7346.85,2025-12-20
731cfb70-9ad1-464f-b7a5-b0c92096d1d6,West,Corporate,Technology,Headphones,14077.53,16,0.21,1386.88,2025-12-20
44be3384-80e0-415d-942c-740447ef5e0c,West,Freelancer,Clothing,Jacket,4715.35,14,0.15,1013.57,2026-01-10
9148f7c7-a332-422f-805c-0d124761a8b3,East,Enterprise,Furniture,Desk,4876.14,4,0.1,989.14,2026-04-09
69a52d60-9aa8-418f-a0da-4916d93aca6e,East,Consumer,Furniture,Desk,30590.02,19,0.23,2724.05,2026-01-29
cf3da70f-3739-4e2b-b396-d41c884b4282,West,Consumer,Technology,Headphones,22086.02,2,0.12,2601.73,2026-04-22
ef8d3d00-794c-4795-8f38-55249143c062,East,Enterprise,Clothing,Shoes,41254.1,5,0.17,8370.7,2026-01-04
04885df1-1679-48fe-bca7-a17c3d7c82a4,West,Small Business,Clothing,Pants,20636.11,2,0.44,3416.19,2026-04-12
ecdc60fb-b28d-442f-91d7-1f2d2e10455e,East,Small Business,Technology,Speaker,7980.31,1,0.1,823.54,2026-03-12
805057b6-cdaf-47e6-a017-aa1d55b45e27,South,Small Business,Clothing,Shoes,27757.24,2,0.32,3549.44,2026-05-14
eadbd155-699e-4c9c-8237-d89b2fa623d6,West,Freelancer,Office Supplies,Labels,25059.74,8,0.31,2668.78,2026-01-02
d0492ab3-4509-4f0f-bbbd-cd0e1e6ab3ef,East,Small Business,Furniture,Chair,22199.52,2,0.35,3676.64,2026-04-30
2cf5cdf1-6d4c-442d-bc15-556396ca1aef,South,Consumer,Office Supplies,Labels,49523.31,14,0.13,8617.35,2025-11-20
4aa37501-3f55-4c72-8220-c0041ba28bf2,West,Consumer,Furniture,Chair,31591.1,3,0.23,2691.85,2026-02-02
5cf28547-9247-456b-9f9f-3afe1f6fe00a,South,Small Business,Clothing,Jacket,24544.33,19,0.02,3460.7,2026-03-15
f1d60f9b-4814-472f-a2e7-0197e2191024,South,Consumer,Office Supplies,Paper,31553.97,2,0.3,3424.34,2026-01-02
c3b76d12-6579-4095-9256-bb5166b230ee,South,Corporate,Office Supplies,Labels,20924.97,17,0.53,1523.96,2025-12-07
1b286c47-a1a9-43e3-b396-043297e54970,East,Enterprise,Clothing,Shirt,3346.37,7,0.31,472.75,2026-02-27
6ea35524-2c39-4802-b665-3643ae4e87d2,North,Consumer,Office Supplies,Labels,16242.79,3,0.3,2017.92,2026-02-19
1fea6d0d-5f64-4510-8613-971da5c781ee,North,Corporate,Office Supplies,Binders,11425.65,2,0.27,1514.46,2026-05-10
df7f070d-52c8-4fa6-8e29-9c5811a926b0,South,Small Business,Technology,Smartphone,46488.2,17,0.27,8980.97,2026-04-09
c43d0dbf-3767-4811-9308-683bb0a7eb4b,South,Freelancer,Technology,Speaker,46875.14,17,0.27,3821.77,2025-12-10
74aa86e6-4c6c-4a06-82be-7a92377057e5,West,Corporate,Office Supplies,Binders,18603.01,19,0.26,3338.53,2026-03-27
c82c70d0-193d-470f-b804-e1f08b555674,South,Small Business,Technology,Monitor,38950.32,4,0.27,2843.85,2026-02-17
93439d1c-6aa6-42d3-8d68-7fc2d064aa1f,West,Enterprise,Office Supplies,Labels,27233.86,14,0.03,5575.76,2026-02-26
2d7944e9-a55c-4282-a318-493553db1afe,East,Small Business,Furniture,Filing Cabinet,38318.48,19,0.31,5622.93,2026-01-01
743f6dff-3750-4ae6-9e95-367a4c393633,South,Freelancer,Office Supplies,Pens,16247.84,7,0.31,1849.86,2025-12-14
c8c9694a-53f1-4774-92fd-2ad1d906d834,North,Enterprise,Furniture,Sofa,49316.52,18,0.18,9519.89,2026-02-11
659736be-8f51-4e4e-be8e-59b9003c8079,North,Freelancer,Furniture,Desk,3598.71,17,0.12,428.64,2025-11-28
