Transaction ID,Region,Segment,Product Category,Product,Sales,Quantity,Discount,Profit,Transaction Date
8c8baefc-b46a-4a6c-b4ce-c71978090206,South,Corporate,Clothing,Shoes,24537.3,4,0.14,2261.47,2025-12-17
812e100b-7ec5-4de7-a687-22c012cd243d,West,Freelancer,Furniture,Bookcase,10273.2,17,0.01,2267.1,2026-03-27
56345ee6-9668-4852-b6c2-e93c3a323fbf,West,Small Business,Office Supplies,Envelopes,43240.85,9,0.05,7070.46,2026-01-05
cf57cb23-a825-44f3-b7ef-5422182f287e,East,Consumer,Furniture,Desk,5680.21,3,0.04,604.47,2026-05-10
107b87c2-0ac3-40e9-86e7-c39df971afd3,South,Small Business,Furniture,Desk,35493.85,18,0.1,6001.5,2026-03-05
bc7a1f51-6a12-4778-9a9b-2154a671877a,East,Consumer,Clothing,Shoes,30435.49,2,0.24,2561.01,2026-02-17
82833b48-8854-4598-a007-9dd1e8a68f01,North,Consumer,Office Supplies,Pens,7812.24,15,0.35,1126.33,2026-03-19
73315123-2f03-45a7-8a81-da6a79ee1d98,East,Enterprise,Furniture,Bookcase,25582.67,9,0.55,3386.17,2026-05-03
9c7f6f5b-631c-4b50-8dbc-15f6d8272ffd,North,Freelancer,Clothing,Hat,35568.05,17,0.27,7294.92,2025-12-10
0c1e4163-db3d-4464-8bec-226f4c3292bd,East,Enterprise,Office Supplies,Pens,12706.07,1,0.12,1360.7,2026-02-20
50b0ccf3-d132-44a8-82a6-80b591df0f78,South,Corporate,Technology,Headphones,3312.03,12,0.05,586.0,2026-05-15
0340f51d-fe1b-41d9-b452-8ff46e0dd9b6,East,Small Business,Technology,Router,42948.14,9,0.55,3193.5,2026-03-25
bf496410-3eda-41f9-aa10-8cd3df2cb4c6,South,Consumer,Technology,Headphones,44633.52,15,0.13,3983.67,2026-01-27
f391dc95-5e8c-4afb-be23-4877cc5fe36c,South,Freelancer,Technology,Monitor,18057.34,4,0.3,1798.92,2026-01-28
0d21a8a9-e62b-43e8-879e-28740bc6b297,South,Consumer,Technology,Printer,8599.12,8,0.1,1678.2,2026-02-09
f23ce6a2-ef17-4fe1-ae20-a0ac2b5ae7be,North,Freelancer,Office Supplies,Binders,13363.39,17,0.21,1990.3,2026-04-16
94cc16a3-23c1-48c9-ba77-7a22def7a93a,North,Consumer,Clothing,Pants,4640.54,5,0.07,1063.09,2025-12-05
a79754fc-40b3-4ec0-b491-5d544a67acf5,West,Freelancer,Technology,Laptop,23633.73,18,0.43,3878.72,2026-01-20
c5577b04-c8b3-4587-835b-80ba80a2ad67,North,Freelancer,Clothing,Jacket,27256.37,14,0.09,5334.75,2026-01-17
045535f4-70c4-49e6-b61b-6279734c9aa0,South,Small Business,Clothing,Jacket,48815.16,3,0.0,6660.59,2026-01-15
9da14636-f420-4030-94ea-cbe448617d60,North,Freelancer,Clothing,Pants,11368.21,5,0.06,3190.34,2026-02-25
