Transaction ID,Region,Segment,Product Category,Product,Sales,Quantity,Discount,Profit,Transaction Date
490a8414-e396-424b-bcf4-1b65fa01410c,North,Freelancer,Technology,Laptop,19717.77,10,0.52,1457.54,2026-05-15
d8423ae5-044e-4301-88cc-e02642b1382b,North,Corporate,Office Supplies,Labels,4873.8,8,0.33,671.03,2026-05-15
0dc502f0-fa9f-4888-aca1-9197b7bbf9d2,South,Small Business,Office Supplies,Labels,13727.35,1,0.33,1522.0,2026-05-15
0444ed33-649e-4c2d-a50e-2bbbac59e7e8,West,Enterprise,Office Supplies,Paper,15648.25,12,0.32,1069.13,2026-05-15
0f3bcbab-85fd-4d1b-bce1-8a94ddea8ed2,East,Freelancer,Technology,Printer,46566.33,1,0.23,10264.38,2026-05-15
cad3bf0c-e98b-4c5f-b6c3-72a0a51a7d8b,South,Small Business,Office Supplies,Binders,16624.23,16,0.09,1693.46,2026-05-15
3fd68f5b-8fae-48d8-afdb-6d55aa35a3f3,North,Consumer,Technology,Laptop,14984.93,15,0.24,2190.49,2026-05-15
83dd2402-46d7-4537-a4f9-8aa601e95d80,East,Freelancer,Technology,Camera,19353.38,12,0.14,2002.31,2026-05-15
82870416-76f6-414f-ba6a-860e71256215,South,Small Business,Clothing,Shirt,39834.22,4,0.21,6480.32,2026-05-15
d5613b5b-0f24-4463-b8ad-0aa454447126,West,Consumer,Clothing,Hat,3655.26,13,0.31,461.06,2026-05-15
68e90267-f278-44dd-893a-60fd26aaf69b,East,Consumer,Technology,Router,26193.69,10,0.18,6285.61,2026-05-15
b67271b2-7da2-498d-9160-214307fed15d,West,Enterprise,Clothing,Pants,47384.52,3,0.25,7151.24,2026-05-15
609e94cd-7ab6-43b0-bcd6-fa1017bc7826,West,Enterprise,Clothing,Pants,34123.46,17,0.04,5125.31,2026-05-15
c37baf9e-8d44-4819-9b2a-21aa28645ec4,North,Small Business,Technology,Smartphone,4667.39,12,0.12,947.17,2026-05-15
ea6dfdcd-f4ed-4d5c-ad12-16aa469b28ab,North,Freelancer,Furniture,Desk,39416.83,17,0.28,5071.29,2026-05-15
ce672883-be8e-4693-9c11-019ce061f650,West,Enterprise,Clothing,Shoes,10986.95,1,0.0,3273.51,2026-05-15
7e778920-847f-4c0b-8720-01d1071fb618,West,Corporate,Furniture,Desk,9474.01,13,0.58,1018.81,2026-05-15
3a18bde4-d4d0-40fe-a33a-2050fc1e2935,North,Consumer,Furniture,Desk,33181.06,7,0.16,7075.79,2026-05-15
