Transaction ID,Region,Segment,Product Category,Product,Sales,Quantity,Discount,Profit,Transaction Date
a6e96f1d-9e96-47e9-bd5a-b965297975ca,West,Corporate,Furniture,Filing Cabinet,44961.2,7,0.2,4877.33,2025-12-02
33f32ca5-bc4b-49a6-ab08-96e67ce0beeb,South,Small Business,Office Supplies,Labels,10999.27,12,0.07,2232.46,2025-11-23
b74eb924-0aef-437b-b4fb-01d1df889931,East,Enterprise,Office Supplies,Pens,17834.06,7,0.35,1935.98,2026-05-05
799ab1e6-bdc1-4574-8cee-53477f8a7e0a,East,Consumer,Furniture,Sofa,24706.31,9,0.24,5171.39,2025-11-22
6c1ba9d4-eb99-4da8-aed1-ca2331935d9d,East,Corporate,Furniture,Desk,3735.62,12,0.31,389.67,2026-02-22
a9da6a9b-b74f-42b7-aa46-7c4bd48c6da4,West,Freelancer,Furniture,Filing Cabinet,45016.12,18,0.21,4890.28,2025-12-20
ddd49e8d-9026-4923-96fe-b0b87dd03e5a,West,Enterprise,Clothing,Jacket,16016.51,17,0.17,2938.63,2025-11-25
78ed337d-0727-4ba1-8999-d0294fc11d20,North,Freelancer,Clothing,Pants,15546.06,17,0.14,2546.49,2026-02-25
4010205e-e402-42af-85db-f1edeb55603b,North,Small Business,Technology,Monitor,2933.26,6,0.0,578.24,2026-04-17
3811a63b-0083-442d-af56-a0462bce73a2,West,Enterprise,Furniture,Sofa,14781.11,6,0.27,2377.09,2025-12-23
27e361cd-1425-4899-9a14-3d98140d2162,East,Freelancer,Furniture,Sofa,5893.29,8,0.05,1013.67,2026-03-14
096979b1-2408-49b6-b85b-2e52362f77c7,South,Small Business,Clothing,Shoes,2401.08,17,0.24,513.98,2026-03-23
5f3e2cae-f6fc-4a5d-8657-da963fa772dd,East,Corporate,Office Supplies,Labels,31216.08,14,0.02,6075.22,2026-03-21
17b9c781-82d2-4c50-a5c8-8727cc8f6352,West,Consumer,Furniture,Chair,19372.24,8,0.04,3216.73,2026-04-06
bf013654-b8be-4370-a519-3c15b308c28a,North,Freelancer,Clothing,Pants,17708.98,14,0.54,833.1,2026-01-19
2136388b-f94a-4a6b-9820-509a6289f9c1,East,Corporate,Office Supplies,Envelopes,32531.22,17,0.16,3638.79,2026-02-14
3e5efa00-258f-4eac-ae73-e1020ca65729,South,Consumer,Technology,Smartphone,2413.51,2,0.12,385.88,2026-02-21
7a17bc7b-cfb8-41b8-aacc-62e31ee43629,South,Freelancer,Furniture,Chair,5647.7,16,0.49,390.49,2026-04-02
5da15c06-f7b6-4d31-b1c8-74e8794deff9,East,Enterprise,Clothing,Hat,16290.62,4,0.31,2406.67,2025-12-02
208c2abf-0262-494a-a92a-a2dfe66b5dcf,South,Enterprise,Office Supplies,Envelopes,40164.61,14,0.17,5795.92,2026-05-12
bc8907dc-59ea-46aa-8df3-93ab15fa1740,North,Consumer,Furniture,Bookcase,34038.35,2,0.49,2928.16,2025-12-23
e4cb1395-2645-49f2-9878-f0a7373dba94,West,Enterprise,Office Supplies,Paper,30987.07,8,0.06,3953.4,2026-03-25
74a5c944-4661-4917-ae2e-c823a0010f2f,West,Consumer,Technology,Smartwatch,15751.68,12,0.19,3075.57,2026-01-13
80340788-5e2b-445a-8537-031d4696e05f,West,Consumer,Office Supplies,Pens,48177.07,15,0.34,6386.42,2026-02-05
57df70fb-f57e-4efe-85ea-fd8bb439abc7,West,Small Business,Office Supplies,Binders,36663.99,6,0.51,3941.84,2025-11-27
4e779818-6239-4a2c-971e-85eef6ec0f65,South,Freelancer,Clothing,Pants,4281.43,1,0.08,1023.73,2025-12-26
c3f1bb74-c87f-49fe-8842-67681c2f0932,South,Small Business,Clothing,Hat,47696.77,3,0.42,4466.24,2026-04-27
fbcf0678-18f1-4bb8-8fe4-33f01f982255,South,Consumer,Technology,Smartphone,16832.02,2,0.11,2275.76,2025-11-27
370a9ae4-953c-43bf-a7b6-64b895daa75c,West,Enterprise,Furniture,Desk,25573.59,7,0.33,1874.48,2026-04-25
b97db239-37df-41a1-b801-9784a6664f58,North,Enterprise,Technology,Tablet,4333.11,6,0.09,598.81,2026-02-14
4b746864-db80-4672-9a91-60754a6ab889,West,Small Business,Office Supplies,Paper,30506.21,12,0.25,6051.57,2026-04-24
ac9ab46c-85d7-463e-850b-e1f678936a34,South,Consumer,Clothing,Hat,33031.29,2,0.47,4473.81,2025-12-11
9ffd7a40-aee1-4247-861a-890233543d09,South,Enterprise,Technology,Smartphone,10715.31,16,0.42,1295.65,2025-12-26
65ddd476-6b29-44f5-b7f2-4e1aaf6e5684,East,Small Business,Clothing,Shoes,28328.55,7,0.29,2947.7,2025-12-22
7d449918-b27e-42b9-92dc-d6df7f64ba54,North,Consumer,Office Supplies,Envelopes,16633.83,6,0.34,1412.57,2026-03-19
d8797309-6776-432c-bfd4-dc55daeb64ed,West,Consumer,Technology,Headphones,36445.08,11,0.19,5103.97,2025-12-19
6558422b-aeea-4152-989b-2511c0e37e3a,South,Small Business,Office Supplies,Binders,16012.73,13,0.27,2605.07,2026-04-03
11695763-ff85-470a-a53a-18669b0f5721,West,Freelancer,Furniture,Filing Cabinet,15460.88,5,0.22,1365.7,2026-02-07
a87c292b-f5b7-40bd-8188-b5f07ec642e8,East,Corporate,Furniture,Sofa,44836.9,15,0.21,9964.12,2026-05-14
66608cb7-f730-47e1-aba8-00ea8fb7743d,East,Small Business,Clothing,Pants,29350.07,15,0.13,5376.37,2025-11-19
d01db2f5-bdcd-4bee-85a7-414732807499,South,Corporate,Technology,Camera,46097.86,13,0.15,5293.17,2026-04-25
4b47fe08-f0e3-4fa6-b3bf-ef18477882af,North,Corporate,Technology,Laptop,40228.38,6,0.42,3558.15,2026-01-20
cf88c8fc-a603-49f8-8282-cf4b4e3ae590,North,Corporate,Technology,Headphones,48724.19,7,0.32,9525.21,2026-04-11
fdac94df-b903-4dfa-9cfe-7aaac9465cc4,South,Corporate,Office Supplies,Paper,16659.99,14,0.07,2493.98,2026-04-14
38992640-ef4d-400a-8b7e-f23cf292ae30,East,Enterprise,Clothing,Jacket,32926.02,14,0.1,6251.63,2026-02-21
