Transaction ID,Region,Segment,Product Category,Product,Sales,Quantity,Discount,Profit,Transaction Date
a83f4f78-d950-4349-bfbb-5667546f76f4,West,Enterprise,Office Supplies,Paper,12941.31,11,0.16,2957.13,2026-04-06
4989d2a5-a2a1-43d0-be7a-60793881a0cf,North,Small Business,Technology,Speaker,18041.71,6,0.26,3687.74,2026-04-27
303163e2-8fe0-4132-9dd7-4eaf7173275b,North,Enterprise,Clothing,Shoes,45023.04,12,0.3,7604.96,2026-04-07
711f9ecf-d2b8-4182-b727-e498eafe0ad9,East,Enterprise,Office Supplies,Envelopes,33689.36,13,0.17,6748.1,2025-11-17
14c1e63d-1a65-4ed0-a18c-de8c2b4ecbb3,East,Small Business,Furniture,Desk,16526.91,12,0.46,1254.62,2025-12-25
35f67d81-bb62-4ce4-ba07-7c1590eb7ad0,West,Enterprise,Clothing,Jacket,4439.73,3,0.15,859.37,2026-05-13
9f52afad-13d2-483e-b7b0-76694567f090,South,Small Business,Technology,Printer,12786.98,15,0.17,1556.36,2026-03-28
8680296a-fed4-42a4-971f-96e7a89a9e86,East,Small Business,Technology,Headphones,17445.2,17,0.49,1337.75,2025-11-18
2264de1c-961a-47a3-a657-edf3abef0be0,North,Consumer,Furniture,Chair,7672.51,6,0.17,1588.08,2026-05-16
e5bb8b74-6720-4bc5-be1a-1d15c9e9ad48,South,Corporate,Clothing,Shirt,15887.12,6,0.13,1979.75,2025-11-27
62f27f15-4389-4610-943c-d7ddd6e7f76c,South,Corporate,Office Supplies,Labels,19965.93,2,0.33,1372.64,2026-01-03
a15d1b08-9a21-4696-b803-b838a35b4b45,South,Freelancer,Furniture,Chair,17552.85,17,0.03,2398.84,2026-04-13
64eb2f8e-2f97-4783-a505-9954d633f0a5,East,Consumer,Technology,Camera,38187.34,11,0.3,5982.54,2026-04-25
cd03bdf0-bc74-4fcc-a480-a08cffeff0af,North,Freelancer,Office Supplies,Pens,46317.82,11,0.17,10156.62,2026-02-12
34f5218c-eb63-44fe-8675-b12ba4b4814d,South,Consumer,Clothing,Jacket,24171.45,19,0.15,5175.73,2026-04-11
6d338b08-1952-4b09-9ca5-393dfc15dabb,South,Small Business,Furniture,Sofa,7257.2,6,0.29,730.24,2026-01-21
